date,district,pm25,pm10,no2,o3,temperature,humidity,wind_speed,aqi
2023-08-02,Saryarka,23.89,45.92,33.16,66.87,14.26,44.69,8.53,70.2
2023-08-03,Saryarka,15.87,30.96,17.21,72.76,11.28,50.87,1.61,41.5
2023-08-04,Saryarka,23.03,34.57,41.75,79.36,14.03,74.35,7.35,65.7
2023-08-05,Saryarka,22.91,42.43,51.58,33.62,5.93,31.55,11.06,55.7
2023-08-06,Saryarka,17.4,30.69,17.25,34.34,9.94,45.86,8.7,45.7
2023-08-07,Saryarka,16.76,28.69,64.6,62.18,12.58,68.82,2.57,37.1
2023-08-08,Saryarka,21.33,38.75,41.99,80.53,10.56,52.54,9.49,50.1
2023-08-09,Saryarka,17.21,28.11,63.35,76.67,10.84,50.08,6.15,34.7
2023-08-10,Saryarka,17.07,25.81,56.84,48.47,4.09,63.49,5.97,46.6
2023-08-11,Saryarka,17.76,30.26,26.57,32.75,2.91,48.43,1.35,33.2
2023-08-12,Saryarka,14.37,22.71,40.72,53.77,6.98,71.51,2.23,34.7
2023-08-13,Saryarka,12.62,21.29,47.09,49.26,11.4,55.47,2.99,39.4
2023-08-14,Saryarka,21.81,38.6,58.09,65.41,7.24,41.79,4.01,46.4
2023-08-15,Saryarka,23.25,44.83,36.63,24.48,4.11,73.17,1.62,50.5
2023-08-16,Saryarka,14.84,24.74,26.5,69.17,5.47,37.6,8.2,33.7
2023-08-17,Saryarka,24.39,42.77,40.21,69.32,10.45,52.02,2.01,60.9
2023-08-18,Saryarka,20.54,33.76,56.75,70.95,7.3,59.14,6.96,46.1
2023-08-19,Saryarka,20.65,32.21,17.59,39.87,6.26,72.44,5.67,53.5
2023-08-20,Saryarka,19.38,35.22,16.01,62.7,5.84,77.1,3.8,45.2
2023-08-21,Saryarka,12.62,19.49,61.42,63.79,10.55,64.57,1.57,27.2
2023-08-22,Saryarka,26.56,49.98,32.7,46.74,3.51,73.68,3.22,48.2
2023-08-23,Saryarka,22.86,40.47,28.81,61.6,6.8,78.26,8.62,53.4
2023-08-24,Saryarka,12.83,20.8,57.65,42.7,4.98,50.62,7.98,27.7
2023-08-25,Saryarka,16.91,27.26,49.38,68.44,9.91,70.21,4.9,54.4
2023-08-26,Saryarka,23.28,43.09,29.52,52.78,8.38,31.53,2.46,42.1
2023-08-27,Saryarka,7.9,14.42,41.27,40.14,5.34,62.97,11.7,20.5
2023-08-28,Saryarka,19.44,36.98,25.12,79.67,11.05,40.34,9.69,43.1
2023-08-29,Saryarka,26.26,42.81,53.82,62.63,6.79,64.66,7.64,48.3
2023-08-30,Saryarka,19.69,30.6,29.74,49.05,5.13,43.44,1.77,47.3
2023-08-31,Saryarka,15.59,27.91,38.85,33.84,2.57,65.16,7.02,29.2
2023-09-01,Saryarka,24.61,44.45,19.33,26.45,7.47,42.11,10.26,47.4
2023-09-02,Saryarka,16.21,24.58,17.03,34.36,3.84,39.21,7.48,22.2
2023-09-03,Saryarka,22.27,44.21,64.1,32.93,1.97,36.19,8.13,44.6
2023-09-04,Saryarka,27.86,45.95,29.33,57.07,0.54,65.42,1.66,64.2
2023-09-05,Saryarka,21.5,36.38,49.24,51.83,2.17,75.54,2.13,37.6
2023-09-06,Saryarka,26.89,53.05,51.2,72.79,1.76,45.25,4.95,48.6
2023-09-07,Saryarka,14.07,28.02,21.27,45.4,7.12,71.44,6.6,18.7
2023-09-08,Saryarka,26.56,52.19,39.38,54.78,1.99,79.02,10.73,56.3
2023-09-09,Saryarka,14.58,23.22,36.39,17.29,-0.16,58.8,10.3,35.0
2023-09-10,Saryarka,26.07,47.23,33.1,27.99,0.65,57.86,1.77,60.2
2023-09-11,Saryarka,24.41,43.9,29.87,70.23,-1.71,61.14,2.84,47.6
2023-09-12,Saryarka,11.26,21.88,16.3,69.76,3.51,75.22,8.21,30.3
2023-09-13,Saryarka,16.89,26.53,28.04,61.05,5.93,42.82,2.15,35.9
2023-09-14,Saryarka,16.48,25.45,17.09,55.27,0.69,70.71,6.61,37.9
2023-09-15,Saryarka,19.52,37.46,63.77,71.26,1.96,30.71,9.58,47.3
2023-09-16,Saryarka,12.28,23.15,23.78,74.19,-0.1,74.81,11.2,16.1
2023-09-17,Saryarka,17.7,27.39,58.51,19.25,-1.09,72.86,7.17,44.1
2023-09-18,Saryarka,28.46,50.64,63.42,30.97,-0.05,53.96,3.55,62.7
2023-09-19,Saryarka,26.16,50.23,47.24,73.5,1.54,65.12,7.0,47.9
2023-09-20,Saryarka,30.71,57.79,54.71,34.36,1.27,48.07,1.02,65.4
2023-09-21,Saryarka,18.53,30.06,39.91,40.33,1.63,43.18,11.42,44.6
2023-09-22,Saryarka,29.09,51.84,34.69,15.71,2.93,59.59,7.5,44.3
2023-09-23,Saryarka,30.73,48.71,39.75,63.53,-1.47,54.6,1.92,68.1
2023-09-24,Saryarka,13.98,24.81,48.8,41.16,0.73,40.47,8.87,30.0
2023-09-25,Saryarka,16.18,28.94,30.09,58.28,-2.12,65.15,11.3,31.9
2023-09-26,Saryarka,23.41,46.11,24.85,21.88,-2.17,41.65,6.99,42.9
2023-09-27,Saryarka,27.12,43.76,40.59,72.68,-1.95,79.02,5.67,62.2
2023-09-28,Saryarka,14.26,22.89,45.04,20.76,-2.0,42.13,11.76,33.3
2023-09-29,Saryarka,19.03,32.96,20.81,35.31,-2.45,70.93,11.34,44.4
2023-09-30,Saryarka,31.34,48.22,45.85,39.19,-3.34,79.51,1.49,69.1
2023-10-01,Saryarka,10.72,19.83,14.52,32.84,-1.23,38.98,9.24,8.0
2023-10-02,Saryarka,26.65,52.59,54.38,19.03,-6.5,60.11,4.26,59.7
2023-10-03,Saryarka,17.68,29.85,44.24,56.12,-5.94,46.67,5.37,46.3
2023-10-04,Saryarka,22.07,39.83,38.63,51.91,-5.32,47.81,5.61,44.9
2023-10-05,Saryarka,29.41,52.27,21.03,59.22,-2.18,71.21,3.84,48.5
2023-10-06,Saryarka,33.19,59.83,49.14,27.5,-2.41,42.96,4.12,70.3
2023-10-07,Saryarka,27.38,48.94,62.5,49.14,-5.64,34.64,6.64,40.7
2023-10-08,Saryarka,22.71,38.5,44.46,30.14,1.46,40.74,3.65,61.6
2023-10-09,Saryarka,28.38,45.45,38.16,69.85,-4.71,63.6,8.57,50.9
2023-10-10,Saryarka,29.7,53.83,47.49,44.98,-2.89,56.98,1.83,61.2
2023-10-11,Saryarka,24.57,41.77,63.8,34.7,-5.64,67.77,6.61,49.6
2023-10-12,Saryarka,35.91,55.92,67.0,62.11,-9.89,70.08,8.35,70.2
2023-10-13,Saryarka,29.41,58.55,31.78,48.61,-2.19,52.4,3.23,58.5
2023-10-14,Saryarka,28.63,56.7,40.02,67.08,-11.2,49.89,4.69,55.9
2023-10-15,Saryarka,37.05,66.21,41.84,59.84,-2.93,41.86,1.69,68.0
2023-10-16,Saryarka,26.08,40.92,52.73,22.17,-4.76,46.4,11.13,55.3
2023-10-17,Saryarka,28.44,51.31,63.22,17.81,-6.23,41.54,3.3,51.0
2023-10-18,Saryarka,25.76,50.97,67.46,33.38,-6.69,63.42,5.1,57.6
2023-10-19,Saryarka,31.26,47.71,39.11,19.91,-4.29,37.73,1.8,57.2
2023-10-20,Saryarka,27.62,44.88,56.26,46.66,-3.73,64.39,3.21,65.2
2023-10-21,Saryarka,27.89,55.3,65.07,23.04,-6.11,71.38,11.34,66.7
2023-10-22,Saryarka,40.94,76.28,35.63,31.18,-5.84,54.38,2.73,86.2
2023-10-23,Saryarka,35.63,64.01,40.36,42.76,-0.74,76.28,4.54,82.5
2023-10-24,Saryarka,32.49,52.79,56.89,67.17,-6.55,50.06,11.06,68.5
2023-10-25,Saryarka,28.27,46.32,18.6,30.86,-8.31,64.41,5.57,62.7
2023-10-26,Saryarka,28.99,45.22,53.28,49.6,-9.29,40.96,6.1,34.0
2023-10-27,Saryarka,27.64,45.72,28.53,41.56,-11.5,74.74,4.48,53.2
2023-10-28,Saryarka,31.03,54.99,22.48,63.83,-12.56,45.29,5.71,66.0
2023-10-29,Saryarka,33.47,58.16,29.63,44.7,-14.0,64.97,7.25,48.7
2023-10-30,Saryarka,23.45,36.45,37.05,53.06,-12.52,40.64,8.53,43.8
2023-10-31,Saryarka,24.24,42.55,48.62,20.28,-6.65,63.59,4.9,49.1
2023-11-01,Saryarka,24.26,38.81,43.55,58.86,-8.12,75.2,10.71,42.9
2023-11-02,Saryarka,31.08,60.63,43.56,28.44,-15.44,74.78,2.77,58.6
2023-11-03,Saryarka,23.29,36.3,38.08,46.35,-3.84,35.98,9.33,40.1
2023-11-04,Saryarka,23.93,45.9,37.63,34.81,-11.56,61.78,7.34,55.7
2023-11-05,Saryarka,34.46,58.33,69.0,43.04,-10.07,35.42,4.44,55.7
2023-11-06,Saryarka,39.75,73.57,24.97,39.97,-8.96,63.45,5.78,71.3
2023-11-07,Saryarka,29.65,46.99,48.31,58.81,-10.63,79.13,9.75,47.2
2023-11-08,Saryarka,30.39,55.93,53.4,40.21,-7.45,39.45,8.84,56.6
2023-11-09,Saryarka,31.58,60.89,36.17,14.46,-9.68,34.44,10.1,62.8
2023-11-10,Saryarka,37.81,67.14,60.84,18.79,-15.38,62.79,11.63,56.2
2023-11-11,Saryarka,33.77,61.56,58.29,53.39,-13.8,30.39,1.28,57.5
2023-11-12,Saryarka,34.6,57.22,36.45,31.23,-13.22,76.88,2.89,73.9
2023-11-13,Saryarka,25.28,39.07,25.23,67.57,-11.64,51.7,8.48,42.4
2023-11-14,Saryarka,30.72,54.56,65.18,46.27,-13.83,77.61,10.82,55.7
2023-11-15,Saryarka,32.89,57.6,45.99,26.54,-17.06,62.66,6.54,46.0
2023-11-16,Saryarka,37.31,60.29,60.87,32.71,-13.57,50.83,1.28,65.0
2023-11-17,Saryarka,36.38,64.58,59.6,55.19,-15.66,30.96,2.92,62.4
2023-11-18,Saryarka,35.36,69.52,40.82,60.86,-10.64,69.96,8.8,78.3
2023-11-19,Saryarka,26.19,39.37,18.77,54.32,-14.2,37.98,11.06,40.1
2023-11-20,Saryarka,35.77,57.95,68.05,59.59,-9.74,64.05,4.07,72.4
2023-11-21,Saryarka,31.21,55.58,65.8,16.17,-14.72,55.03,11.56,57.4
2023-11-22,Saryarka,36.65,62.58,27.8,56.77,-11.88,60.87,5.02,72.8
2023-11-23,Saryarka,33.6,51.04,29.92,61.65,-15.13,67.44,3.91,48.9
2023-11-24,Saryarka,37.44,60.98,30.37,9.55,-6.81,35.57,11.44,60.8
2023-11-25,Saryarka,27.52,48.86,55.44,49.62,-9.15,47.1,6.55,37.6
2023-11-26,Saryarka,33.84,53.22,54.03,51.0,-12.9,69.96,8.81,54.7
2023-11-27,Saryarka,42.33,72.29,41.1,54.9,-21.03,42.19,10.54,79.1
2023-11-28,Saryarka,30.51,58.01,39.16,63.19,-15.5,69.7,7.91,55.3
2023-11-29,Saryarka,32.67,58.55,37.88,37.79,-15.47,43.0,7.84,56.5
2023-11-30,Saryarka,43.57,75.95,54.94,38.57,-8.37,48.1,2.54,86.3
2023-12-01,Saryarka,34.96,63.97,52.96,33.86,-9.53,52.83,1.85,69.7
2023-12-02,Saryarka,29.94,54.81,39.93,19.62,-15.46,32.53,4.29,47.4
2023-12-03,Saryarka,33.95,52.12,25.94,45.0,-12.49,37.73,9.02,67.6
2023-12-04,Saryarka,36.81,66.28,30.85,47.22,-12.38,38.9,8.99,75.6
2023-12-05,Saryarka,33.82,65.36,45.58,37.63,-13.25,45.12,10.96,60.8
2023-12-06,Saryarka,35.52,60.24,47.51,6.66,-14.21,35.39,6.27,65.7
2023-12-07,Saryarka,40.99,69.26,56.54,20.62,-12.09,32.87,4.51,88.1
2023-12-08,Saryarka,39.73,61.97,39.11,17.58,-13.9,46.12,11.44,80.8
2023-12-09,Saryarka,34.34,56.29,69.91,60.42,-16.27,58.19,5.68,50.2
2023-12-10,Saryarka,27.67,53.8,21.65,28.63,-13.63,52.84,8.58,40.9
2023-12-11,Saryarka,36.29,66.63,59.7,45.2,-18.33,36.37,9.02,63.2
2023-12-12,Saryarka,27.17,42.49,57.21,20.08,-19.77,68.84,10.52,42.8
2023-12-13,Saryarka,36.08,54.75,60.45,36.43,-11.48,55.3,4.59,68.8
2023-12-14,Saryarka,35.87,63.66,31.26,29.06,-8.76,38.27,2.24,80.2
2023-12-15,Saryarka,34.66,58.06,56.34,14.68,-12.53,36.43,1.43,60.4
2023-12-16,Saryarka,32.72,49.99,46.38,6.15,-19.38,30.2,1.29,60.6
2023-12-17,Saryarka,35.16,69.01,70.06,24.17,-20.69,66.4,9.26,57.2
2023-12-18,Saryarka,35.71,62.14,58.87,21.14,-16.32,41.17,6.84,67.1
2023-12-19,Saryarka,35.96,65.8,29.29,49.88,-12.8,69.25,8.03,74.9
2023-12-20,Saryarka,33.03,58.56,56.04,31.18,-14.09,64.7,10.42,54.2
2023-12-21,Saryarka,38.85,61.49,41.28,19.59,-8.45,36.86,3.62,85.7
2023-12-22,Saryarka,34.88,59.67,60.36,63.05,-18.09,43.5,8.32,55.2
2023-12-23,Saryarka,34.55,64.83,54.15,16.7,-14.34,35.15,11.65,52.6
2023-12-24,Saryarka,28.7,45.31,66.52,22.59,-13.59,73.32,3.61,62.5
2023-12-25,Saryarka,30.82,58.84,63.51,60.18,-9.92,60.8,8.25,61.6
2023-12-26,Saryarka,32.42,58.36,26.51,29.52,-17.06,57.97,7.52,53.3
2023-12-27,Saryarka,39.08,69.36,22.91,51.79,-15.41,36.39,3.34,65.3
2023-12-28,Saryarka,43.12,85.44,70.38,22.66,-15.03,71.15,11.91,96.0
2023-12-29,Saryarka,35.16,59.77,52.55,49.08,-16.32,68.79,10.86,61.2
2023-12-30,Saryarka,33.45,66.08,23.25,39.29,-14.71,66.07,11.53,53.9
2023-12-31,Saryarka,40.16,74.92,30.76,44.5,-18.27,49.51,1.9,64.5
2023-01-01,Baikonur,20.35,38.77,45.68,56.76,-14.02,59.95,9.57,16.8
2023-01-02,Baikonur,30.41,53.93,28.33,60.29,-13.11,37.5,2.49,65.1
2023-01-03,Baikonur,27.93,53.81,48.18,11.24,-14.46,40.34,3.35,52.6
2023-01-04,Baikonur,29.24,51.89,62.51,7.33,-15.59,50.31,5.44,47.0
2023-01-05,Baikonur,27.39,43.44,42.76,51.4,-12.86,45.21,10.68,56.2
2023-01-06,Baikonur,28.99,44.18,48.62,53.47,-14.7,31.23,6.5,50.3
2023-01-07,Baikonur,35.79,60.73,26.73,21.09,-12.18,65.32,9.27,62.4
2023-01-08,Baikonur,26.71,50.53,35.24,65.31,-12.41,38.75,3.08,55.5
2023-01-09,Baikonur,19.19,32.32,40.79,45.86,-15.09,70.68,5.87,23.4
2023-01-10,Baikonur,23.25,44.96,54.34,32.25,-15.44,43.2,6.89,45.9
2023-01-11,Baikonur,23.25,43.58,65.12,31.33,-13.64,47.22,5.84,25.9
2023-01-12,Baikonur,32.61,62.12,67.71,23.07,-6.95,44.06,2.55,65.5
2023-01-13,Baikonur,32.63,50.07,58.04,51.99,-17.27,76.68,2.52,47.8
2023-01-14,Baikonur,28.92,47.65,43.73,28.38,-11.23,66.16,5.93,41.3
2023-01-15,Baikonur,26.76,40.17,48.95,21.36,-15.84,48.61,8.4,43.5
2023-01-16,Baikonur,24.19,42.4,33.23,66.2,-7.47,57.87,5.06,39.3
2023-01-17,Baikonur,20.64,34.03,20.1,13.27,-9.01,49.51,10.1,37.2
2023-01-18,Baikonur,30.48,55.45,60.47,42.39,-14.65,61.26,6.86,38.5
2023-01-19,Baikonur,29.11,56.49,27.76,17.08,-11.16,78.84,1.35,30.5
2023-01-20,Baikonur,32.42,64.4,51.84,59.01,-13.85,76.67,10.2,69.2
2023-01-21,Baikonur,35.42,55.23,48.02,49.82,-9.71,31.49,1.1,63.8
2023-01-22,Baikonur,21.9,43.52,58.8,49.5,-10.31,64.21,10.79,35.6
2023-01-23,Baikonur,36.28,70.9,45.16,50.41,-11.41,70.81,4.34,63.5
2023-01-24,Baikonur,20.93,34.92,62.16,33.42,-12.59,71.35,1.26,33.1
2023-01-25,Baikonur,27.02,45.4,20.33,16.31,-9.89,44.44,10.91,47.9
2023-01-26,Baikonur,18.5,30.2,35.98,68.08,-15.51,60.37,4.38,30.6
2023-01-27,Baikonur,27.36,52.48,64.62,43.8,-17.84,59.06,11.12,23.8
2023-01-28,Baikonur,25.97,45.17,57.18,21.24,-10.53,71.74,10.43,34.8
2023-01-29,Baikonur,18.71,30.09,31.7,48.6,-14.98,59.81,8.43,18.1
2023-01-30,Baikonur,28.26,42.82,35.26,39.74,-5.23,36.33,10.0,66.9
2023-01-31,Baikonur,22.94,37.47,57.88,38.59,-16.84,40.37,1.27,28.3
2023-02-01,Baikonur,22.4,36.09,46.72,36.95,-12.53,57.08,2.45,35.7
2023-02-02,Baikonur,25.53,44.42,53.49,52.46,-12.5,78.51,4.46,48.3
2023-02-03,Baikonur,23.08,45.97,35.16,41.81,-6.87,52.45,9.92,31.6
2023-02-04,Baikonur,32.18,58.22,62.21,45.72,-8.8,72.28,2.71,66.8
2023-02-05,Baikonur,28.56,46.5,49.08,23.72,-14.95,47.44,10.46,46.3
2023-02-06,Baikonur,30.07,45.5,53.79,37.04,-13.4,66.71,5.62,52.4
2023-02-07,Baikonur,29.9,48.25,52.76,11.32,-11.37,37.29,5.79,66.6
2023-02-08,Baikonur,32.5,54.37,37.26,41.54,-6.57,52.58,5.05,72.0
2023-02-09,Baikonur,14.03,22.66,34.59,34.34,-4.76,75.72,6.08,36.0
2023-02-10,Baikonur,27.48,49.63,24.47,21.02,-6.47,58.92,6.4,60.8
2023-02-11,Baikonur,29.25,57.07,68.65,38.57,-9.67,63.85,1.27,61.7
2023-02-12,Baikonur,19.49,33.14,65.04,56.36,-9.93,31.81,5.7,23.6
2023-02-13,Baikonur,24.29,42.07,31.91,40.32,-12.07,60.41,9.3,42.9
2023-02-14,Baikonur,30.63,50.44,44.14,16.14,-14.96,37.31,7.22,43.6
2023-02-15,Baikonur,34.2,62.0,41.08,24.85,-6.08,47.61,1.32,54.1
2023-02-16,Baikonur,20.81,31.28,53.44,72.84,-3.76,49.04,2.48,62.5
2023-02-17,Baikonur,13.25,22.09,48.34,17.09,-6.4,38.11,11.75,28.0
2023-02-18,Baikonur,23.02,35.28,56.54,49.63,-3.18,68.75,9.6,47.3
2023-02-19,Baikonur,19.52,36.97,63.91,33.31,-1.01,45.26,4.97,45.7
2023-02-20,Baikonur,29.38,49.43,50.02,60.32,-7.03,48.7,7.53,67.0
2023-02-21,Baikonur,28.55,45.81,45.53,63.33,-9.93,65.25,9.56,50.5
2023-02-22,Baikonur,22.26,42.85,24.22,56.33,-4.16,79.24,2.24,47.2
2023-02-23,Baikonur,17.98,33.77,61.47,51.12,-5.14,75.37,10.6,43.9
2023-02-24,Baikonur,30.68,60.22,66.69,70.89,-4.97,72.8,1.51,53.2
2023-02-25,Baikonur,30.97,55.13,39.52,16.8,-3.55,54.4,2.13,58.0
2023-02-26,Baikonur,24.31,41.24,22.36,67.55,-7.26,65.17,1.91,48.0
2023-02-27,Baikonur,16.12,28.78,15.51,41.06,-7.28,69.4,5.05,13.7
2023-02-28,Baikonur,27.73,49.37,31.02,45.26,-6.95,47.13,8.07,56.3
2023-03-01,Baikonur,26.02,40.27,54.82,28.07,-7.34,74.35,4.71,47.8
2023-03-02,Baikonur,21.22,32.45,18.93,50.23,-3.19,53.49,6.83,16.4
2023-03-03,Baikonur,12.06,20.62,41.03,49.91,-4.78,60.64,8.22,24.8
2023-03-04,Baikonur,25.56,46.4,46.52,35.87,-6.0,30.21,10.2,54.0
2023-03-05,Baikonur,20.48,34.28,52.49,53.5,-7.14,31.14,9.54,45.0
2023-03-06,Baikonur,24.79,40.64,39.79,48.28,-9.21,62.44,7.66,46.7
2023-03-07,Baikonur,23.26,43.79,55.52,67.01,-3.29,43.13,8.72,59.6
2023-03-08,Baikonur,27.27,54.51,26.91,32.08,-5.2,78.43,7.31,56.8
2023-03-09,Baikonur,26.65,46.36,43.73,65.02,-5.71,50.94,6.4,47.3
2023-03-10,Baikonur,27.1,48.13,28.69,61.19,4.25,30.65,7.92,56.7
2023-03-11,Baikonur,15.7,28.77,47.82,48.66,0.58,73.17,9.63,40.4
2023-03-12,Baikonur,21.68,40.13,48.8,34.23,-3.95,60.52,6.39,55.5
2023-03-13,Baikonur,14.16,24.08,51.09,51.05,4.44,78.1,10.46,47.7
2023-03-14,Baikonur,26.64,48.01,57.06,21.36,-3.2,31.71,7.25,48.1
2023-03-15,Baikonur,31.63,56.71,42.21,60.51,1.04,71.69,6.46,63.2
2023-03-16,Baikonur,16.3,29.03,62.31,57.81,-2.52,67.72,6.7,25.7
2023-03-17,Baikonur,21.22,34.45,33.76,70.05,-4.48,44.13,6.97,41.0
2023-03-18,Baikonur,21.38,34.26,25.36,51.77,1.67,63.37,6.86,52.5
2023-03-19,Baikonur,20.99,41.73,28.08,27.59,-0.59,31.26,4.01,39.1
2023-03-20,Baikonur,13.15,19.85,18.07,40.08,1.63,41.29,8.37,23.2
2023-03-21,Baikonur,14.16,28.09,32.14,77.97,1.72,67.74,4.54,30.6
2023-03-22,Baikonur,18.32,36.23,60.73,38.56,-3.15,42.61,8.07,44.8
2023-03-23,Baikonur,21.36,32.87,21.81,74.33,-0.02,59.52,1.9,30.6
2023-03-24,Baikonur,13.87,24.83,45.44,53.96,5.01,61.83,7.94,34.7
2023-03-25,Baikonur,20.86,33.89,56.63,24.37,-4.02,33.66,7.5,45.2
2023-03-26,Baikonur,20.19,39.54,47.43,18.34,0.95,48.03,4.36,41.9
2023-03-27,Baikonur,15.22,29.05,27.68,49.6,0.31,58.69,6.6,33.7
2023-03-28,Baikonur,5.0,9.64,23.29,61.55,0.21,54.69,11.09,6.6
2023-03-29,Baikonur,21.06,37.89,30.07,60.54,8.57,77.7,5.86,44.6
2023-03-30,Baikonur,6.81,12.36,17.2,28.79,2.78,37.39,11.11,19.0
2023-03-31,Baikonur,15.21,27.95,21.57,20.01,-0.78,61.98,6.74,31.4
2023-04-01,Baikonur,21.94,33.74,48.2,23.83,1.99,57.84,3.7,44.2
2023-04-02,Baikonur,18.24,28.67,49.59,24.61,2.12,65.91,1.57,34.7
2023-04-03,Baikonur,26.33,50.16,60.61,32.86,-2.88,33.18,3.47,51.5
2023-04-04,Baikonur,18.72,36.62,47.48,47.25,2.8,36.85,8.97,43.6
2023-04-05,Baikonur,18.11,28.94,49.95,43.12,6.44,66.36,6.95,37.6
2023-04-06,Baikonur,30.87,51.96,66.41,58.14,5.24,55.34,6.81,70.1
2023-04-07,Baikonur,17.71,31.84,51.54,32.55,12.03,32.59,5.82,52.1
2023-04-08,Baikonur,7.88,12.7,30.41,75.67,0.59,67.16,9.63,20.3
2023-04-09,Baikonur,13.59,24.76,15.29,53.09,3.06,78.43,3.55,39.5
2023-04-10,Baikonur,14.08,27.43,19.27,72.59,7.19,44.77,8.97,51.5
2023-04-11,Baikonur,11.93,22.97,53.63,28.91,3.03,55.03,3.2,19.6
2023-04-12,Baikonur,12.27,20.61,51.66,37.2,7.63,32.4,11.24,20.4
2023-04-13,Baikonur,16.52,31.98,28.9,75.87,2.36,67.04,11.62,29.5
2023-04-14,Baikonur,24.66,45.63,37.6,43.13,7.4,50.1,2.2,62.5
2023-04-15,Baikonur,18.55,27.88,58.41,70.69,5.21,77.89,4.19,57.8
2023-04-16,Baikonur,9.39,14.36,40.3,44.06,5.93,52.4,3.04,33.5
2023-04-17,Baikonur,15.34,23.89,63.5,36.07,4.71,37.66,3.42,31.1
2023-04-18,Baikonur,15.89,28.7,55.43,44.49,6.83,67.76,11.17,29.5
2023-04-19,Baikonur,16.01,24.71,57.11,21.96,9.37,30.09,6.37,55.9
2023-04-20,Baikonur,12.16,23.13,25.66,37.92,10.62,54.1,5.08,41.5
2023-04-21,Baikonur,21.27,33.77,20.23,54.52,6.77,44.92,5.14,47.7
2023-04-22,Baikonur,14.51,24.55,43.16,58.94,6.48,61.11,8.25,32.7
2023-04-23,Baikonur,17.29,27.09,63.02,74.78,9.46,63.24,10.84,33.0
2023-04-24,Baikonur,5.0,7.69,23.73,76.44,8.98,60.2,5.82,22.8
2023-04-25,Baikonur,11.49,18.68,46.05,67.09,15.56,44.6,5.98,44.5
2023-04-26,Baikonur,10.66,20.14,18.58,30.86,11.79,67.22,8.94,28.1
2023-04-27,Baikonur,15.08,27.61,25.71,51.84,7.67,70.73,2.99,36.4
2023-04-28,Baikonur,14.13,22.87,20.28,25.75,12.94,48.78,3.38,38.1
2023-04-29,Baikonur,13.97,21.36,34.37,26.17,12.1,60.41,1.19,51.3
2023-04-30,Baikonur,9.64,17.78,15.72,48.73,8.43,66.57,3.47,27.8
2023-05-01,Baikonur,15.19,30.14,23.28,25.03,12.95,49.08,7.93,42.0
2023-05-02,Baikonur,9.22,16.29,35.2,45.66,8.7,74.21,10.02,31.6
2023-05-03,Baikonur,13.82,26.21,25.37,66.14,12.63,54.81,6.01,47.0
2023-05-04,Baikonur,18.0,34.65,63.65,59.6,15.02,30.43,2.87,65.4
2023-05-05,Baikonur,15.84,30.36,34.24,45.72,12.35,61.97,3.31,46.9
2023-05-06,Baikonur,14.26,22.14,19.03,61.89,10.38,64.91,4.96,51.7
2023-05-07,Baikonur,14.27,21.83,60.57,26.31,11.36,55.02,2.68,43.3
2023-05-08,Baikonur,11.25,17.13,54.42,62.68,11.07,69.31,2.83,23.4
2023-05-09,Baikonur,12.8,21.46,25.72,28.47,7.34,71.42,10.48,34.7
2023-05-10,Baikonur,5.0,9.43,13.46,80.7,13.59,41.27,10.53,31.3
2023-05-11,Baikonur,6.94,13.27,44.86,72.13,11.42,30.53,10.87,31.3
2023-05-12,Baikonur,5.0,8.75,41.46,68.34,13.66,41.27,3.22,17.0
2023-05-13,Baikonur,16.3,29.62,59.4,38.47,13.14,45.94,10.45,53.9
2023-05-14,Baikonur,5.0,9.73,21.73,55.92,9.75,58.21,5.54,26.6
2023-05-15,Baikonur,10.52,15.95,52.87,55.43,14.03,34.79,11.69,47.1
2023-05-16,Baikonur,12.43,20.46,27.96,39.24,10.73,54.97,3.25,33.0
2023-05-17,Baikonur,16.52,29.51,30.39,24.0,10.36,75.16,3.52,49.7
2023-05-18,Baikonur,10.67,21.3,53.92,50.7,7.29,61.59,7.04,34.7
2023-05-19,Baikonur,18.69,31.17,38.59,48.86,11.14,67.23,2.48,48.9
2023-05-20,Baikonur,5.63,10.19,20.67,55.48,9.22,30.77,1.11,27.0
2023-05-21,Baikonur,12.21,18.99,49.14,77.21,18.45,79.22,4.7,34.0
2023-05-22,Baikonur,20.38,36.67,46.49,80.03,13.13,44.05,1.13,66.9
2023-05-23,Baikonur,13.43,22.47,32.5,31.14,10.85,46.98,4.68,45.7
2023-05-24,Baikonur,5.0,8.7,47.54,69.75,16.15,45.47,2.82,32.9
2023-05-25,Baikonur,12.78,25.43,22.89,42.61,12.07,45.19,2.73,21.9
2023-05-26,Baikonur,8.16,12.67,44.2,72.53,13.24,32.2,2.78,29.3
2023-05-27,Baikonur,14.28,28.54,25.01,33.26,16.72,38.49,4.13,41.8
2023-05-28,Baikonur,5.0,9.38,47.8,33.41,15.55,73.96,8.16,7.9
2023-05-29,Baikonur,13.51,20.36,39.03,62.2,14.96,61.11,6.75,35.0
2023-05-30,Baikonur,11.08,21.96,48.6,22.61,9.5,53.56,8.0,28.7
2023-05-31,Baikonur,5.0,7.53,30.9,68.6,10.88,50.63,10.23,8.4
2023-06-01,Baikonur,5.33,9.52,57.81,49.62,13.81,54.2,9.94,18.8
2023-06-02,Baikonur,8.9,14.73,52.68,33.4,10.06,35.28,6.77,13.0
2023-06-03,Baikonur,13.93,24.48,25.45,33.13,15.96,38.75,8.9,44.8
